HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3
3XU9MCX6VOCALENXEZEFAGT84TA2RG,"Needle in a Haystack","",3NG53N1RLVJ2H0717QPT4W2J6P4P8S,A1ZHCEOQPWZYY3,Approved,"Wed Jul 09 16:46:15 PDT 2014","Wed Jul 09 17:02:14 PDT 2014",0.32,  ,Complete HIT,
3XU9MCX6VOCALENXEZEFAGT84TA2RG,"Needle in a Haystack","",3BDCF01OGXUR5LJLS2UGMSH1UU6LY4,A10TU9I6GUEENN,Approved,"Wed Jul 09 16:42:51 PDT 2014","Wed Jul 09 17:02:45 PDT 2014",0.25,  one of the strategies I used was to just memorize what color was on the top. I tried to see if I could just pick out what didn't belong also. Fun hit! Good luck on your research!,Complete HIT,
3XU9MCX6VOCALENXEZEFAGT84TA2RG,"Needle in a Haystack","",3HL8HNGX451Q4S1HYFZ2SYJQOPZF94,AIESUL3HUOE97,Approved,"Wed Jul 09 16:47:45 PDT 2014","Wed Jul 09 17:02:47 PDT 2014",0.35,"  I think I just burned out my eyeballs! One of the funnest surveys I've had in awhile. I mostly just noted the most prominent feature (blue top, orange center, etc.) and tried to focus more on the whole box and look for anomalies.",Complete HIT,
3XU9MCX6VOCALENXEZEFAGT84TA2RG,"Needle in a Haystack","",3LRKMWOKB5HL9P7IEIEUL3RUUOJ2ZN,AS5LPONB6QQBY,Approved,"Wed Jul 09 16:41:32 PDT 2014","Wed Jul 09 17:03:18 PDT 2014",0.28,  ,Complete HIT,
3XU9MCX6VOCALENXEZEFAGT84TA2RG,"Needle in a Haystack","",3DOCMVPBTNENHMISXD1KI4NJV51NNH,A1UXW34UFNM87G,Approved,"Wed Jul 09 16:41:02 PDT 2014","Wed Jul 09 17:03:34 PDT 2014",0.25, Very interesting at first I was confused on the second section I thought it was a trick but finally I figured out and I think I did better later on.  ,Complete HIT,
3XU9MCX6VOCALENXEZEFAGT84TA2RG,"Needle in a Haystack","",3HYA4D452RJF48GID6KNIBBCIJQ2F0,A2CNNBX9KLQUQJ,Approved,"Wed Jul 09 16:45:28 PDT 2014","Wed Jul 09 17:03:47 PDT 2014",0.25,  ,Complete HIT,
3XU9MCX6VOCALENXEZEFAGT84TA2RG,"Needle in a Haystack","",3HMIGG0U4L6WQEZ2YDLCHNVVAU78Y5,A397K3GXRY7U78,Approved,"Wed Jul 09 16:44:55 PDT 2014","Wed Jul 09 17:03:56 PDT 2014",0.25,  wowie,Complete HIT,
3XU9MCX6VOCALENXEZEFAGT84TA2RG,"Needle in a Haystack","",3FK0YFF9PZGDXW0A1V9222B93B5VVN,A1IZCZYARAR3CI,Approved,"Wed Jul 09 16:41:45 PDT 2014","Wed Jul 09 17:04:04 PDT 2014",0.25,  I focused on the top color of the target object. ,Complete HIT,
3XU9MCX6VOCALENXEZEFAGT84TA2RG,"Needle in a Haystack","",39PAAFCODM0YK4WLW09N1KNO6QOVT6,A1SIJ3BJFDZ8CU,Approved,"Wed Jul 09 16:36:52 PDT 2014","Wed Jul 09 17:04:35 PDT 2014",0.25,  I found it more difficult to do with the circular shapes.  ,Complete HIT,
3XU9MCX6VOCALENXEZEFAGT84TA2RG,"Needle in a Haystack","",3YGXWBAF70HI4ABVQIDA3KN75KT4CM,A3NAHN61XJ3ZAT,Approved,"Wed Jul 09 16:46:22 PDT 2014","Wed Jul 09 17:05:27 PDT 2014",0.25,  ,Complete HIT,
3XU9MCX6VOCALENXEZEFAGT84TA2RG,"Needle in a Haystack","",3LQ8PUHQFLS3TPLQXZTF8CU6NUZHIN,A20IXK8ZV8N72H,Approved,"Wed Jul 09 16:46:30 PDT 2014","Wed Jul 09 17:05:36 PDT 2014",0.31,"The big circles were the easiest, cuz you could just look for the change in overall color. Other than that, no.",Complete HIT,
3XU9MCX6VOCALENXEZEFAGT84TA2RG,"Needle in a Haystack","",3ND9UOO81K2NGGOLD1CS1VWLJM6WLG,A2ZHJKG834FZNK,Approved,"Wed Jul 09 16:43:17 PDT 2014","Wed Jul 09 17:05:53 PDT 2014",0.38,  ,Complete HIT,
3XU9MCX6VOCALENXEZEFAGT84TA2RG,"Needle in a Haystack","",3QAVNHZ3EM4Q93LICWG0J6ZUR34ALK,A3HNZI6FFHUZLQ,Approved,"Wed Jul 09 16:46:18 PDT 2014","Wed Jul 09 17:08:36 PDT 2014",0.30,  ,Complete HIT,
3XU9MCX6VOCALENXEZEFAGT84TA2RG,"Needle in a Haystack","",3U5NZHP4LR2VAB8UAUJZH9VI98UPH7,AK86DN5LJDCCK,Approved,"Wed Jul 09 16:46:55 PDT 2014","Wed Jul 09 17:09:20 PDT 2014",0.25,  ,Complete HIT,
3XU9MCX6VOCALENXEZEFAGT84TA2RG,"Needle in a Haystack","",3TDXMTX3CBUNW0191G2BBL5GEGJ6IB,A15781PHGW377Y,Approved,"Wed Jul 09 16:43:53 PDT 2014","Wed Jul 09 17:14:54 PDT 2014",0.25,"  the big circles were easy compared to the others. more contrast I guess.
I more or less had to think about each object rather than at a glance like the big circles. ability to zoom in and not have to scroll would have helped.
why not have the space activate the begin button as well?",Complete HIT,
3XU9MCX6VOCALENXEZEFAGT84TA2RG,"Needle in a Haystack","",3E13VNJ1NNVSPE0CVAQUGPEZ6531I8,AFDC9A6Z60W2Z,Approved,"Wed Jul 09 16:58:24 PDT 2014","Wed Jul 09 17:15:35 PDT 2014",0.35,  ,Complete HIT,
3XU9MCX6VOCALENXEZEFAGT84TA2RG,"Needle in a Haystack","",3SNLUL3WO4NAOCZGI1XRJ7BOY6VLU6,A3SJSJ2N0TUQ55,Approved,"Wed Jul 09 16:48:40 PDT 2014","Wed Jul 09 17:16:32 PDT 2014",0.39,"Well the first round i was really messing up on, i could of earned a bigger bonus but then i realized whatever side the certain color had, just un focus your eyes and it pops out on you. That was my strat.. just focus one side of the colors.",Complete HIT,
3XU9MCX6VOCALENXEZEFAGT84TA2RG,"Needle in a Haystack","",33JKGHPFYCUHZ4XSLCMK5PYJQFSNMI,A1153ZIEQX0ZJ8,Approved,"Wed Jul 09 16:51:06 PDT 2014","Wed Jul 09 17:16:45 PDT 2014",0.34,  Great survey. Thank you.,Complete HIT,
3XU9MCX6VOCALENXEZEFAGT84TA2RG,"Needle in a Haystack","",37Q970SNZE8HJS380MK8KRKMF35S1R,A20X7KVDQLLD65,Approved,"Wed Jul 09 16:59:25 PDT 2014","Wed Jul 09 17:18:05 PDT 2014",0.31,"  I focused on the color of the top of the image, I thought that helped me find the different one faster.",Complete HIT,
3XU9MCX6VOCALENXEZEFAGT84TA2RG,"Needle in a Haystack","",3L6L49WXW0XX5P2GB8Q2PEHXD3954H,A1NRWXWPCAXDYP,Approved,"Wed Jul 09 16:54:35 PDT 2014","Wed Jul 09 17:23:57 PDT 2014",0.30,  ,Complete HIT,
3XU9MCX6VOCALENXEZEFAGT84TA2RG,"Needle in a Haystack","",3J2UYBXQQLCCP5KTXQD55H5KSM206A,A544VW8YTMPJP,Approved,"Wed Jul 09 16:38:22 PDT 2014","Wed Jul 09 17:31:14 PDT 2014",0.40,  n/a,Complete HIT,
3XU9MCX6VOCALENXEZEFAGT84TA2RG,"Needle in a Haystack","",3FIJLY1B6U4BWFHOF4VZEOJ5TTIFP0,A9ML82UBUIZWK,Approved,"Wed Jul 09 16:46:22 PDT 2014","Wed Jul 09 17:33:26 PDT 2014",0.27,  ,Complete HIT,
3XU9MCX6VOCALENXEZEFAGT84TA2RG,"Needle in a Haystack","",3U84XHCDICDVC3M5IWXIEIOSE2HZ4I,A2GZ18JTKB99NH,Approved,"Wed Jul 09 17:08:38 PDT 2014","Wed Jul 09 17:39:02 PDT 2014",0.27,  I looked for whatever color was supposed to be on top,Complete HIT,
3XU9MCX6VOCALENXEZEFAGT84TA2RG,"Needle in a Haystack","",3B1NLC6UGZWHAFDJQO1HW9JHU8IPG9,A2Z70GL7HTFFQR,Approved,"Wed Jul 09 16:54:50 PDT 2014","Wed Jul 09 17:41:10 PDT 2014",0.27,  ,Complete HIT,
3XU9MCX6VOCALENXEZEFAGT84TA2RG,"Needle in a Haystack","",33JKGHPFYCUHZ4XSLCMK5PYJQF0NMQ,A1U0KKUUXX24EV,Approved,"Wed Jul 09 17:44:34 PDT 2014","Wed Jul 09 18:04:46 PDT 2014",0.32,  ,Complete HIT,
3XU9MCX6VOCALENXEZEFAGT84TA2RG,"Needle in a Haystack","",3TMFV4NEP8ES1942JC3OWQAFZMG8WF,A1OVOES6ZA3TC4,Approved,"Wed Jul 09 17:47:41 PDT 2014","Wed Jul 09 18:06:39 PDT 2014",0.25,  ,Complete HIT,
3XU9MCX6VOCALENXEZEFAGT84TA2RG,"Needle in a Haystack","",3S4AW7T80BIB7E513V6963DUZTFL4R,A2AGQGMZVSZVUJ,Approved,"Wed Jul 09 17:46:30 PDT 2014","Wed Jul 09 18:10:00 PDT 2014",0.25,  I tried the think of the colors and which one overlapper the other.,Complete HIT,
